Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2014-15,30,DAL,NBA,PF,5,0,43,11,25,0.44,8,19,0.421,3,6,0.5,0.6,0,0,,4,9,13,3,1,1,0,10,30,0,
2015-16,31,DAL,NBA,PF,4,0,20,3,12,0.25,1,5,0.2,2,7,0.286,0.292,2,2,1.0,0,2,2,1,0,0,1,2,9,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,9,0,63,14,37,0.378,9,24,0.375,5,13,0.385,0.5,2,2,1.0,4,11,15,4,1,1,1,12,39,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,574,128,337,0.378,82,219,0.375,46,118,0.385,0.5,18,18,1.0,36,100,137,36,9,9,9,109,355,0,
